LEI;ISIN
QGWP1ZESIPWYSJQLR088;US7842632041
5493002WMDWGNHBLKW26;US00441AAA25
549300PTS4NLCT92VD05;US5541531068
549300SEZNUB1KMF8427;US84649P1057
SMGE9IKMZ5Q5S4W2GW55;US9188661048
549300WVEHPGE0Z56F71;US08265T1097
213800DE8N666AU4ED10;US38523M1099
549300HDF4Y1WMF88428;IT0004825433
5493000MY3DAIB0BP706;US64045DAA28
5493003IDYU5GPPRFU47;US8960471071
5493003STKEZ2S0RNU91;US423074BE24
54930053Q2QQG09V8511;US136565AA64
549300S7CW2U4N4EW602;US59116R1077
969500I1EJGUAT223F44;FR0000044471
549300I8RX485XMK6836;US90184L1026
213800F8E4X648142844;US5948371068
5493005Q6QE29UIIR333;US584404AA52
254900YICSDPQCJS9616;MHY110822068
5493001T9RXVD6OAWY46;GB00BYQB9V88
549300PVC7ZU5RSQHZ60;US30227H1068
5493000TL30VL5WOAW87;US7476191041
549300ILI55K9KHTFY10;US73180Y1047
549300CUY0F1TYDLDL45;US2263442087
25490083AG7Q8M0CFO69;US14964U1088
549300FCMWLDW5KPQH17;US97314XAA28
12QXQCZOIJ35VTGVAL38;US00676P1075
5493007Z5J8Z2TA76376;US87157B2025
549300YTEUCT3H1Y2T51;US70338P1003
549300UXY7CHHPCVGY46;US4581181066
549300I95Y9P9YM5FI86;US45780R1014
549300EMOI0SM2IY4F64;US57776J1007
5493000ZZ1837DS2SI43;VGG6564A1057
549300GS10644JGL8R77;US88087E1001
635400LFT9PKEEFTKC04;US09973BAA70
549300YSFQKM1C0X4E45;IT0003520951
549300ZJC0V1K2ZCKG85;US984332AA44
35ZN6X1ANPH25YN32Y17;US1143401024
52990057RENOQO4U0D72;US36251C1036
T4VNTWMFQ7JQB65L7T35;US8941641024
549300W02B4WNV8CV109;US50187T1060
549300JLWRRC38DWEF52;US55024U1097
789000A2TXOI10JZLF90;TRETTLK00013
7890003EX1LTLS2FFL84;TRATCELL91M1
7890005U0H950VH19H45;TRAKCHOL91Q8
NQ0NIXPGW4YKG4MWM571;US02208R1068
549300Z1FU4IDULG1R21;US8085411069
2138002K6ECECHVCQN25;GB00BZC0LC10
2549006VVY3FDMC5ZG55;US69374VAA26
549300PZCOPC5178W747;US4492531037
549300FZ5ZTCCJ3Z5W14;US7033431039
213800NZT1VX6PZ7BT53;VGG0473C1041
213800KT8MEUJEJ2KW41;GRC3931176B0
635400DAFN6NT43HM530;US590454AA25
213800OEG8K7MC4FWG29;US69369T1060
549300XVG45PT5BART17;US8969451025
5493003ENY577E6SZL06;US00183L1026
5299001JPPT2QFTV5D76;AT0000A18XM4
B78FQ7XBQFLP4AYJ6F79;US0325111070
549300PGONC4JOI0RG62;US18914U1007
549300B0J6YCXD63OG72;US2270461096
549300AJ3LI4FWNRQX29;US87157D1090
984500883BA5AQ14C037;DE000A2TSL71
52990002TI38AM4RPV48;US0476491081
2549003BGLQITAJ6ZT28;US37960XAA54
5FVKT86LAD2F40NPC183;US12527GAA13
549300AADWWEULT1G455;US44950G2012
529900XMQYET3NBF2363;DE0005168108
213800WS7P9FYSAIJ240;BE0004312444
549300R9I8GUZLNIV408;BE0030314505
549300PNK8AKY3OIKP58;BMG0129K1045
P761FCI0CPOG24I8JE10;USU84914AA59
5493006ORUSIL88JOE18;US029912AA04
549300WV6GIDOZJTV909;US11135F1012
529900X0SQJB2J7YDU43;US29084Q1004
54930072MURX41OE8048;US055381AG21
5299003WAQK4R3L3ZU36;US1462291097
G9NTPG5SQ5TCKT3TNP18;US85590A1043
5493000CGCQY2OQU7669;US4663131039
6Y0GK87T6V7NJKZJVM41;US34354P1057
549300XHH6LJM6IAXV57;US19238VAG05
08C2IQ0VM1B2PBTVHC56;US756577AA08
0BGI85ALH27ZJP15DY16;US0584981064
I6X70PYZ7C0433S9EI44;US685564AB29
52990097YFPX9J0H5D87;FR0000120693
549300LDQLQBT38QDY28;US377316AB08
QJKMVPIGLH7530PCUE20;US2166485019
54930064UHXCIUWVI755;US853496AA50
213800Y5RWKLDPUTT265;CH0009002962
213800R1F1EJYM4ICO85;BE6286963051
5493003WIDMLDHYC6Y24;US0235861004
SYBSJ96YIDMIUY7WDR33;US7453101021
213800LOZA69QFDC9N34;GB00BMWC6P49
254900UJX27B2F1JYR13;US54303R1014
54930082CG88ERDREQ47;US6515871076
30ZMPDNA1RHIBH89C294;US6285301072
CXP5FGZ0U3CSG8V74Y29;US195891AC06
549300DNNL29KCEPRZ85;USF54432AG84
CMTK1YBYNLPLIS3QLI53;US03349M1053
4E8B2CNXPE5P5AY03O18;US883199AE12
549300O8FT5GJ4RU1D57;US03748R1196
549300HGGKEL4FYTTQ83;US8581191009
FY8JBF7CCL2VE4F1B628;US701018AA19
5493005WD1ZK6WBVR988;US9528451217
549300Z8X84XIDB6JE13;US75621LAB09
2K1OXW4LY7IS2U150Y32;US78444F1066
549300VQZPJU97H3GT17;US78440X1019
549300OX1VFDX7ZPN240;US69367P1066
4ONCJWH5BBCYSJIJYX61;US514666AC01
5299007N03CAU4SWNR02;US5645631046
353800VC4G4HEJ7M0D90;JP3616600007
11KYOFXPU1C4CQL1CL44;US1717981013
123WALMHY1GZXG2YDL90;US6936561009
549300JI1115MG3Q6322;US4404301065
549300TS340K3LI25S90;US2974251009
06BTX5UWZD0GQ5N5Y745;US9297401088
254900NDAKGNZ2IBBL45;US69369EAA73
335800KQ1FPKOQ84OR26;US08860H1041
529900O1QCZWP5IWVY66;KYG3774X1088
2534001D752JPNM0H170;US7785291078
KAF673KJXD92C8KSLU49;US8270481091
5493008IUOJ5VWTRC333;US4606901001
5493003BZYYYCDIO0R13;JP3436100006
969500F7JLTX36OUI695;FR0000131906
7890006LGARYVIPOJX03;TRAAEFES91A9
5493005GKEG8QCVY7037;US137114AA27
549300EAQH74YHD07T53;US33938N2A44
S6Q7LW43WUBUHXY2QP69;FR0013196920
R1JB4KXN77XFCXOQKV49;US8965221091
5299005FV4VNV75R8R35;US5526761086
529900JB6IS9MSZGVR44;US8894781033
5299003DX5YLKSVJ6K59;IT0001347308
549300TVP7EHIDGWNR87;US21240BAA98
549300PNSJ5B81UMVO28;US12592BAA26
549300XI785GPWS6HA82;US21988VAA17
549300OQS2LO07ZJ7N73;US2017231034
5299007L43AQDFOW5739;US26835PAA84
5493003CYRY5RFGTIR97;US1699051066
529900OSEC6Q0L4L5B35;BMG3922B1072
5299003KXIBJQYCBBD72;US38059T1060
549300F3NZL11SQLVG51;US759476AA20
529900X4EEX1U9LN3U39;IT0003856405
254900OJMN6689Q6X421;US15126Q2084
25340053KRUNNYUWF472;US71922G1004
549300F2FONGJR575V67;US59132VAA61
549300S4MH2ICXDBFV43;US5290431015
549300YPGVU9PR4L0606;US203233AA98
378900EF3BA9A5F42A59;US0351281151
SYRPI2D1O9WRTS2WX210;US1271903049
549300W384M3RI3VXU42;IT0003497168
YLXNW6TI6QSK1H8H0N82;US74726M1099
2T85JNP2R2B2GTSFND21;US4554342091
5493000YFVK2DZX0JV43;US4626131001
549300XKJ91C4SZLG750;US92863UAA43
2T3D6M0JSY48PSZI1Q41;US6826801036
529900PYFA1HFYKPT360;KYG0535Q1331
549300SZYINBBLJQU475;US00774YAA73
2138001I27OUBAF22K83;GB00BK9RKT01
549300YS3T1KVQ2SNI84;KYG3777B1032
529900O9GGNBKMJ9UO48;KYG6501M1050
549300I3BHKKU4POGJ14;US28140H2031
253400KXA9P2AN72P004;US36829G1076
549300BNS685UXH4JI75;GB00B0LCW083
JLZ01A0E2071OH26RE45;US4314751029
5493008T4YG3AQUI7P67;CH0506071148
549300ZQYPQCMBYDE824;US12650T1043
549300A2JKMG5PGOGF82;US947074AA84
254900YAUJV2EUEVBR11;US74736K1016
DTA07N5U5HK2KC1SCM04;US00167X1063
549300TLGDBYE711G509;US2924801002
529900FU4XBXGQMLRE72;US90400P1012
LXVM6T3LO7QIZ8LUZ688;US92911Q1076
549300UEBMAQDN0K0R06;USC4949AAA81
549300NOMHGVQBX6S778;US37940X1028
549300QQXOOYEF89IC56;US9581021055
T8W3X1PFLPW2YE0UIP44;US6512901082
549300PHV8MBDHWB8X12;IT0005495657
0J0XRGZE3PBRFEZ7MV65;US16117MAA53
213800L15FRHHBOWMF92;US78397MAA62
549300JJKH86IWQ78005;US1021875075
549300HLPTRASHS0E726;BMG582491061
549300TJB5YBRUPOG437;US24703L2025
5493000L10CYRTHIJ385;US12508E1010
5493003GE7UJGPQAMN79;SI0031104290
529900XTSVH0DH4CEX74;BMG210901242
549300ITOVH0OY7PZC34;US71943U1043
549300P6Q1UMT0X60U20;US71951QAA04
529900GASK6R1FD08W10;US9884221014
549300NFTY73920OYK69;NO0010345853
213800R3E823B1UBIA81;GG00B979FD04
SE8N1EZEHPZQBCBVKD53;US5367971034
549300W9JLPW15XIFM52;SE0000108649
52990054HEKS017PVR75;US37957TAA97
213800KLWIACHRBYR158;GG00BJ4FZW09
213800RASBUP2MGA8H34;US7496611044
RI6HET5SJUEY30V1PS26;US3032501047
549300W3R20NM4KQPH86;US46266C1053
5493004Z6P7TSVB1L042;CH0435377954
549300MA7EMERVYDHS24;US677730AA18
54930000GY1H533OBE23;US29336T1007
5493005B7DAN39RXLK23;GB00B71N6K86
549300BSQ0R4UZ5KX287;US159862AC56
GJZNVO2UY6DNFNIYH321;US89346A2A08
5299009LINL232255G03;US92763MAA36
549300LWGYFM1TVO1Z12;US65119PAB13
ZYXJDNVM2JI3VBM8G556;IT0004056880
815600CF8C0389D0E272;IT0005322612
213800CN1RI3UCIZWB95;US57069PAA03
254900XGFBKIXD6G0697;US7034811015
549300KDR56WHY9I3D10;GB0009465807
U246OE781574J2BUD366;US4315711089
81560066183FE361C071;IT0005090300
635400EG4YIJLJMZJ782;IE00BWT6H894
5299004C02FMZCUOIR50;US45687V1061
724500EHG519SE5ZRT89;NL0014332678
549300RPMQUFGBB7EY44;US1055321053
5493006IH2N2WMIBB742;FR0000130338
969500QZC2Q0TK11NV07;FR0000120404
549300HO5WFZUT5N2T22;US013817AA95
549300PWKJTP62D4IQ66;US020564AA87
549300OUROMFTRFA7T23;CH1104885954
549300NUYANCT5SU8Z65;US3793785086
549300EORYEC4J59SU80;US45790B2034
549300DKPDN9M5S8GB14;US58733R1023
549300YBY08K9KM4HX32;US22788C1053
EMQFUEY7DV1MVNKAUT87;US30249UAA97
969500V3GWQ7IFGYFF27;FR0126684952
549300D5I93QWCJTCK36;FR0011270487
52990044JL2ZPWONU738;DE000A1X3XX4
549300ITS31QK8VRBQ14;US65249B1098
213800D26TAPVTCVWG40;US67091TAA34
529900UCUDMIZJ2ZJJ84;US98421K1007
549300DQCDS8HJ7QF202;US5779331041
254900IDGKCJICKBPA66;US2791581091
549300AC1Q176TZL0305;US40052Q1058
254900W4CPYCQFVH5E92;US680617AB35
6354008SRQGEMC4XFI67;IE0005711209
959800N8NMPK0SFJGD28;ES0177040138
NKNQHM6BLECKVOQP7O46;US7607591002
529900I6W35GYKRIZ151;US1694031022
529900PTLRE72EMYIJ77;DE0005470405
549300QAZ8A74DEDXO80;US0012011021
1WRCIANKYOIK6KYE5E82;US9818111026
P3CH2EG5X6Z1XWU1OO74;US9026531049
549300MSCCKVFM9PID71;US9203551042
353800JRMIABSXKHV344;JP3209000003
T4DHW82NMF6BXJT50795;US664785AA02
549300JMKTJNB8GWHU88;US9487411038
4XM3TW50JULSLG8BNC79;US29364G1031
LWXX58X12AJXISQ28573;US29365T2033
KYX6QEFGFXUFFAWLGG05;US29364D2099
969500WQFC6OAQYG7E65;FR0000054900
549300WZDEF9KKE40E98;US0311001004
549300U5Y5EL6PHYLF13;US45167R1041
549300GZDSG25XUV0Y08;US4891701009
549300Q0UQF87NXNOC32;US340711AM20
UASVRYNXNK17ULIGK870;US023551AD67
549300XCD1MPI1C5GK90;US44563AAA25
MZF5TI8NFVZZNUSKDL39;US5590801065
PTVU09TE3QPJPL7K4E13;US081434AA04
K1LMA2W6NLW5O02TPD38;US402524AA03
5493007BYWIIO8XE6C79;US8824401009
549300T15RIMIKZC5Q38;US1363853094
549300IHYHCQP2PIR591;US3614481030
BZLRL03D3GPGMOGFO832;FR0013393873
5493002H80P81B3HXL31;US12561W1053
TM1ZH54SJKLNHFCBFK92;US12561XAA19
549300R32WTQNHNN5055;BMG069051065
CZ6VG2MNE1J6YDI02G48;US29250R1068
549300X1RO9ID7AUCA83;US224399AM74
549300CC16G1Y2NHCH33;US2328201007
549300QEKV8G0AMNQD28;US151191AE38
NFONVGN05Z0FMN5PEC35;FR0000047607
OZ8GM8L4AHPKSWZMW205;US2836772010
5493000BD5GJNUDIUG10;US5926881054
549300IKL1SDPFI7N655;US7140461093
549300R61ST0WJW4TT71;US92340R1225
T27JQIMTYSH41TCD5186;US4485791028
9695009KV7AFPDEI5S30;FR0000077919
529900053A7X7FJ97S58;US7588491032
5493008PTR2GAOYBXW28;US75884R1032
5493003GN3O58H286O74;US29717PAA57
549300TR2H2VEFX0NC60;US2971781057
549300E707U7WNPZN687;US129894AA95
261700SS8OEHDOCOUJ33;US00205GAA58
6CPEOKI6OYJ13Q6O7870;US5010441013
FDPVHDGJ1IQZFK9KH630;US2774321002
5493000RIXURZEBFEV60;US40052V1044
ZX5LQJBHZ3NFEMZ34U07;US46185RAA86
549300N1SDN71ZZ8BO45;NO0005052605
CD4SPTZ3YBTHY0C1AH38;US25389JAA43
549300HKCZ31D08NEI41;US2538681030
549300QRKTEXGXYVPO80;US14042M1365
XR64VGX1ZPX6G7ZN7Z11;US1423391002
549300EFWH9UR17YSK05;FR0010221234
549300MCOOY1V7P2PG30;FR0010108928
PKSTQ48QDN0XSVS7YK88;US219023AA64
549300HG5527UPZLTT69;USY8620BAP68
549300PW7VPFCYKLIV37;US0536111091
PZ9HF5U52KPF0MH0QN75;US40414L1098
529900EHPFPYHV6IQO98;CH0012214059
529900RWXR4JI3JYTV70;US62944T1051
52990080SH3454F0QE68;SE0000171613
549300H0BF5JCG96TJ81;US4824801009
TL2N6M87CW970S5SV098;ES0116870314
DX6I6ZD3X5WNNCDJKP85;US1442851036
529900YVXCGNWAUYZG78;SE0000523425
549300WKGDPAS39FBD10;US720198AA86
549300CE3KUCWLZBG404;US0936711052
UKEW8YSXE4Y581KYOL30;US8754651060
PQPGJDNFN35EXH363L31;US875484AC14
549300D3L3G0R4U4VT04;US032094AD62
5493006LL0CKP8WQW329;US86765BAB53
6S552MUG6KGJVEBSEC55;US6200762085
724500C9GNBV20UYRX36;BE6210159255
549300TM914CSF6KI389;BE0002267368
GJOUP9M7C39GLSK9R870;US7365083002
3BNYRYQHD39K4LCKQF12;US56585A1025
549300PD5U9Z7V553M03;US4325891095
529900UM10B3V374TA43;BE0002277466
54930002QM8QVWM56E14;US02341R3021
743700TU2S3DXWGU7H32;US28660R1023
5493008CNCZVRJ77MV44;US0758111092
549300K2XYGKNY5L1X73;US891906AA70
254900UW2F3BKV6Z9V18;US45326Y1073
8MNFJR7KOMBQ7X62LK44;US74531EAA01
549300DFVPOB67JL3A42;GB0004544929
AUHIXNGG7U2U7JEHM527;US48203R1041
Q0IK63NITJD6RJ47SW96;US05379B1070
5GCSNMQXHEYA1JO8QN11;US5745991068
549300XZP8MFZFY8TJ84;US6951561090
L2Z2MO2EQURH3BREWI15;US25470DAA72
5493006ZCRFWKF6B1K26;US9344231041
549300DV9GIB88LZ5P30;CH0274758835
BSYCX13Y0NOTV14V9N85;ES0173516115
CY1NFSCCB5GUXC7WZC70;US2371941053
549300XTO5VR8SKV1V74;US91913Y1001
225YDZ14ZO8E1TXUSU86;US5719032022
824LMFJDH41EY779Q875;US158525AT25
3BPWMBHR1R9SHUN7J795;US6680741153
988400KLBPXB4WMBUX18;US36294BAA26
549300DSFX2IE88NSX47;US0997241064
549300VHDC555R46LM46;US9002624032
DYTQ8KRTKO7Y2BVU5K74;US49271V1008
549300PDHUGWPWGOT525;US4945501066
549300LSGBXPYHXGDT93;JE00B8KF9B49
969500FU4DRAEVJW7U54;FR0000127771
529900Q5XXSXHRQERC81;US17186J1088
PUSS41EMO3E6XXNV3U28;US7445731067
213800WKOUWXWFJ5Z514;NO0010208051
549300JVQR4N1MMP3Q88;US1264081035
3SOUA6IRML7435B56G12;US30161N1019
4P4N3ORD02UGQT1T1W12;JP3877600001
2YD5STGSJNMUB7H76907;US449669AJ91
YH65D4JBECK76IFEJ279;US693304AA52
549300ZC1GPV35XYDK53;US0905721082
5299001HL0TU7X15HK51;KYG2108Y1052
54930035UDEIH090K650;US2058871029
213800WQD8ECPZP9PH98;GB0032089863
41GUOJQTALQHLF39XJ34;DE000A185QA5
ZQUIP1CSZO8LXRBSOU78;US260543BA01
QE84C8O80MNLK8IFRL44;US9055811049
96950032TUYMW11FB530;FR0000120198
SO0H5YEO14Y4PVKQH532;US57772K1016
549300KZDJZQ2YIHRC28;US11133T1034
N134NUJDWN8UEFA8B673;US4511071064
TN0LL73P2C8X3W6KM391;US4513801096
529900KCNFQU5OJH7L33;AT0000720008
5493003UOETFYRONLG31;US7594701077
549300T0GJTEK811VI53;US942683AA13
213800BXKQ9KZNUR1M61;GB0002652740
549300KQ7DCG4IXSNW78;USU91221AA60
TJ88LXZZW5PWIN93ZC81;US8336351056
724500Q41FHN0P1GPC53;NL0009127935
549300WA2HB7776CB324;US456472AD16
5493000QYMPFRTEY4K28;JP3733000008
2HKVXE7U4NF5B6UGSU72;US84756N1090
529900S8QNB101D40S72;DE0007297004
5299001X9L42HXEBCZ51;DE0007257503
213800PSSU2QXF1WLR89;CH0003063044
GA3JGKJ41LJKXDN23E90;US0533321024
57VG5X0E00X0QJU7CQ58;US1910981026
8JB38FFW1Y3C1HM8E841;US6361801011
6HL0C5LCIE4TN8UZHL06;US87233Q1085
5493008JKH5SOTI0JS97;US202218AC71
2138007ZFQYRUSLU3J98;GB00BHJYC057
1FRVQX2CRLGC1XLP5727;US5658491064
549300HDLRTPBQU69P29;US94106B2007
2138008K14474WPKZ244;GB00BP92CJ43
549300OWFMSO9NYV4H90;US11102AAA97
213800LRO7NS5CYQMN21;GB0030913577
5493001NEDZNIFRP2R92;US2240441079
TVRMNZKRGA8LPW6XPG60;USU2201VAC55
549300RO2XES74KQGG63;USU30020AA61
549300DF5MV96DRYLQ48;US98419M1009
POOXSI30AWAQGYJZC921;US1713401024
NI14Y5UMU60O7JE9P611;CH0012138605
5493007X3230PPPZFF40;US69369V1017
5KYC8KF17ROCY24M3H09;US124857AA18
ORQTRC074CWLT3DKHT41;US92276F1003
32SXKSJ72K64GM3HOU64;US92277GAA58
R7NJHU48LTCIOB9BVU57;US17040V1070
5493004LGN656HWLDA30;US29379VAA17
K4CDIF4M54DJZ6TB4Q48;US2937921078
549300K2RLMQL149Q332;US67103H1077
2549007U6NAP46Q9TU15;US84265V1052
CZ72ZHBVKZXQRV3XFE26;US0128738087
VA8DFMRI2GY8Y7V79H93;BMG162581083
54930003T4SXCIWVXY35;US7766961061
549300YO0JZHAL7FVP81;NL0000009082
549300FFKMN9OW536A14;US667748AH04
WUURD1P1N0874ONXXO03;US96949L1052
969500081CGAXB7YS433;FR0010241638
VKK0MPV38Z2HLVVXMG92;US14170T1016
549300B8P6MUJ1YWTS08;FR0000045650
81560076E3944316DB24;IT0001233417
YJKE4YIT6BWQHVEW0D14;US8910921084
9695000EHMS84KKP2785;FR0010313833
549300PXDEUZK6TQE635;US2044491106
549300GKFVWI02JQ5332;ES0111845014
9695004S3RCE0Q5V8G28;FR0013298676
5521FA2ITF25TVH63740;US7265031051
969500U2ZH7ARB744A12;FR0013053329
5493005JBO5YSIGK1814;US7185461040
549300E287ZOFT3C5Z56;US7595091023
5299005MZ4WZECVATV08;US5732841060
ZXJ6Y2OSPZXIVGRILD15;US7835491082
635400TTYKE8EIWDS617;SE0000163578
549300DI34BGS8LVKW95;US9396531017
549300CPMRB10DJCGR88;US78411XAA46
5493005D04NMMCMCB212;US737415AD19
ZYBKTO4QH1PR5YNN5N40;US7374641071
5493006P2JR3BN5MZF46;US709631AB18
2138002658CPO9NBH955;JE00B4T3BW64
FRKKVKAIQEF3FCSTPG55;US0527691069
213800Z8NOHIKRI42W10;FR0010790832
OZ7UA8IXAIFILY2VZH07;US50540R1106
WD6L6041MNRW1JE49D58;US90247GAA67
549300IOJASF7KPJ2R34;US803914AD23
SODDIORBUCWXMHSFJ978;US2916411083
549300N94L4D5NDBFG97;ES0175438003
XRZQ5S7HYJFPHJ78L959;US0236081024
RC71E2BZ6UOMFPDJSE79;US02361D2099
QMPJLLDULY5C1M8PNY21;US9065482013
549300IA9XFBAGNIBW29;US1258961002
549300NUB6D2R1ITYR45;US4180561072
WHENKOULSSK7WUM60H03;US9633201069
T6IZ0MBEG5ACZDTR7D06;US42217KAG13
5299006MN50OZJUJI655;US6511911082
549300LCJ1UJXHYBWI24;US69343P1057
5493004CKJQ7H391LM41;US78386F1066
5493009ZGZJJ8F77JN08;US9202531011
6UBEZRWZ2YF7GIBY6C92;US714290AD59
5493007MYGFSLOZGT937;US17039A1144
549300UCF0D858BIOV83;US45687AAA07
9598004A3FTY3TEHHN09;ES0109067019
549300FQZKFR5YNSHZ21;US59522J1034
549300FXWGE3QSYCUJ38;US59523UAA51
549300HHVBQRQUVKKD91;US6896481032
549300J4SXC5ALCJM731;IT0003603526
8156009414FD99443B48;IT0001250932
5299005A2ZEP6AP7KM81;CH1321481546
3MGELCRSTNSAMJ962671;US0921131092
549300WSKCZZU2LB2X28;US092114AA57
ZIIGTYKL9T0X3HLTDX53;US4312841087
JUJNVZX73BIYHLR58F51;US431282AA04
96950077L0TN7BAROX36;FR0000125338
GIE4CCPBJDI8SMV1OX95;US8581551046
259400TOMPUOLS65II22;PLTLKPL00017
GOXNEVUM0LL78B1OS344;US9604131022
254900NNPKP1J9XTSA53;CH1293714338
549300FW3RGHPHT21D10;US82655AAA16
635400FWJZQC1IPYUH69;IE00BY9D5467
549300K5VIUTJXQL7X75;US0158572042
549300VSP3RIX7FGDZ51;US3809567064
7E0MZ0QJ747MW6UMUW55;US26439RAA41
549300SIOULUXXIDGA69;USU88240AA14
549300IFOQS6R1QLY196;US714294AG03
549300JXWH1UV5J0XV81;GB00B2QPKJ12
549300WTBVUFUPSIWI20;US60856BAA26
969500LENY69X51OOT31;FR0000124141
549300IT8CIDW8V5KX72;US6665112099
529900QVUUH13RIZIR85;KYG216771363
5493000FIKCC3ZDWTO77;US268270AA38
254900ADE8GQHM5P2648;PHY7072Q1032
54930042CRNE713E3Q67;US92936U1097
2549009GZDBNY1KE9O81;US264414AQ69
549300ZCGJ6T8YDJ4M34;USP0156P1095
S7DWAC87RDMPBF77GJ92;US5261071071
GI7UBEJLXYLGR2C7GV83;US3377381088
549300XKZR0LQQQG0F20;USU09039AA31
ERO1WSFOSR0JJ6CRQ987;US56418H1005
54930036474DURYNB481;US13645RAC88
PQQ60KVT5SJX0ETQT497;US7727392075
549300IYGAS4GE6VDL07;US42225UAA25
HCTKJGUQOPZ5NBK7NP58;US1773761002
1LTUIZEFFT7MUIERI838;US23385HAA77
TGC6XBYCUTZ0VPC4SF64;US2662282043
4CUJ1D8WDXK9X7QI6B93;US266233AA38
549300VN4WV7Z6T14K68;GB00B082RF11
HGV8VDVNL0W6SF2U9C50;US7549071030
549300DPF7MAL5F6CR86;US89366LAA26
213800TCZZU84G8Z2M70;GB00BDVZYZ77
549300V7BXPWT6WIPR03;KYG3066L1014
549300JJJIQXE6E1QY27;US36190CAA53
529900ND5BL2CXRIPT15;CZ0003519472
549300RV0WBR05UTDI91;IT0005083180
EWRDABCN7XBHM37LIA98;US02470LAG59
54930074QUY8RD0UZM08;US86803UAA97
549300OSW32RVX8CCZ87;US01626P5026
213800TSKOLX4EU6L377;GB0009697037
213800H5J9NKEXSUQX44;FR0012236669
261700EH54FYSTOM5P68;US04363X1000
NNROIXVWJ7CPSR27SV97;DE000A1DAHH0
UDTZ87G0STFETI6HGH41;US8447411088
549300RPTUOIXG4LIH86;US9314271084
5493007I2KABJNYPD639;DK0060050474
549300JF6LPRTRJ0FH50;US5002551043
529900EDYRQ6K25JEC80;BMG5150J1577
5299000RK70B5O2M7077;US8030218072
3PPKBHUG1HD6BO7RNR87;US8832031012
08IRJODWFYBI7QWRGS31;US9621661043
5493000WDH6A0LHDJD55;US8326964058
549300TL5L4IG0H4FX64;US7185492078
549300RSN9SFNT54IZ82;CH0340912168
549300CXXI18B214UN80;US49427F1084
5493008CT3N3JR7P1552;US49427R1023
213800KBMEV7I92FY281;GB0033195214
549300TJCKW4BRXPJ474;US7496851038
54930032LHW54PQUJD44;US34964C1062
5493000JW8DCO3T45R55;US07177M1036
SQ95QG8SR5Q56LSNF682;US4523271090
529900TYYSRJH2VJSP60;AT000000STR1
635400J4NIUVAVTLFI63;IT0003796494
5493005044RTLQ5RZU70;EE3100020918
K05C0SER542GQ6VLRO68;US1270551013
969500B0S40FTUVKD182;FR0000033409
549300JEB576INN13W07;US92940PAA21
969500P8M3W2XX376054;FR0000064578
549300WBDIMT4TVGZ316;US19828JAA60
549300J5GYF2C9BGCC39;US1982872038
300300TWTZYZK4ZONP37;USY7741G1068
529900OKTPKBG85F9502;US9485971090
7YNCQQNDK8FBM9BBTK25;US3434981011
549300BX44RGX6ANDV88;US42824C1099
5493007M0RIN8HY3MM77;BMG169621056
LONOZNOJYIBXOHXWDB86;US4878361082
529900QIJIGPI0DRL085;DE000A0LD2U1
X0MIGH67XZCB7HL1A534;US53227JAA25
W9EE01AFDDF9DQCQZC68;US53223X1072
54930042348RKR3ZPN35;US251799AA02
5493004J5Z0TZW83NU62;BMG162491499
529900MR3ZXRO3W6UX26;US0248351001
RDKVCX5HITZ2GPIR7153;US024836AA65
TSI2PJM6EPETEQ4X1U25;DE0006231004
2138004JBXWWJKIURC57;GB0006776081
213800GU31L91IYHTU31;US6671371036
959800L8KD863DP30X04;ES0105025003
529900ZOWF38Y0WTW989;US43475DAA54
529900F1VOCPF50VSS07;CH1101561525
549300MU9YQJYHDQEF63;US34959J1088
02S2RPPVO9RP4NEU2740;US245217AJ33
549300KDSERHTJOXUS80;US450679BW40
529900H4DWG3KWMBMQ39;CH0398677689
B0I35MLPFXZSE70ASS73;US8873891043
529900KRXRGXL61SG039;US26969P1084
549300CB86LH2IOKHH22;US14066RAB87
JO5M6676RDJIZ2U8X907;US69073FAD50
549300TD3EMSRRC0YH75;US124900AB71
8SVCSVKSGDWMW2QHOH83;GB0002634946
254900A4AYEDRWYSE928;KYG960071028
5493004NW4M4P8TMMK63;US00912X1046
959800ZQW44V5U3SEZ73;ES0105122024
549300D2K6PKKKXVNN73;DK0010244425
54930075MZSSIB2TGC64;FR0000120859
549300ZX07JYMI8GHQ39;US709599AC82
549300HD9Q1LOC9KLJ48;US98978V1035
549300GYQIIJ3UXB7655;SE0001662222
MGCJBT4MKTQBVLNUIS88;US0152711091
549300I9F52K06HPZX60;KYG936291064
N4BHALMXL3GMZKCUON55;US13321LAE83
9598005HY5DEFPU2SM35;ES0105229001
549300DOVZ3EDJB7O259;US23355L1061
549300GHKJCEZOAEUU82;NO0010986854
529900Y25S8NZIYTT924;DE0006070006
549300O7A67PUEYKDL45;US2855121099
5493003VQJLE2QB8IF36;US192714AA18
HDBLS2Q6GV1LSKQPBS54;US0126531013
222100P6D3QKU33LZQ72;FR0010828137
549300FMWM53K9ULYT15;NL0015000RT3
5493009U6H8DYLBF7R61;IM00B23XCH02
5493004EA6C9IHDZ7N66;US8621211007
549300BZXZ66F6DTIF20;US9134561094
3QRVFYR22IUIEOORTK28;US8370041183
R79SLLFVSC5Z3QOTN804;US744516AB15
V8HA8TAJG10VL0G7B254;US74451PAA12
213800RPBXRETY4A4C59;GB00B1FH8J72
